r7,-16224,-16216,-16225,-16171
8,-16209,-16197,-16155,-16197
9,-16177,-16189,-16138,-16183
10,-15963,-16131,-16167,-16029
11,-15972,-16084,-16150,-15989
12,-16293,-16139,-16084,-16201
13,-16073,-16114,-16049,-16111
14,-15896,-16062,-16093,-15960
15,-16005,-16033,-16100,-15991
16,-16152,-16065,-16031,-16103
17,-15946,-16060,-16002,-15993
18,-16367,-16073,-16040,-16254
19,-16184,-16091,-16084,-16205
20,-16080,-16122,-16150,-16117
21,-16041,-16128,-16189,-16063
22,-16188,-16134,-16145,-16150
23,-16236,-16182,-16106,-16210
24,-15824,-16092,-16119,-15939
25,-16136,-16084,-16125,-16076
26,-16265,-16115,-16071,-16208
27,-16204,-16142,-16064,-16205
28,-16039,-16117,-16141,-16088
29,-16060,-16088,-16174,-16068
30,-16170,-16145,-16131,-16139
31,-16104,-16140,-16092,-16114
32,-16128,-16117,-16102,-16123
33,-16124,-16104,-16119,-16123
34,-15977,-16093,-16116,-16020
35,-16108,-16101,-16099,-16081
36,-16425,-16144,-16077,-16321
37,-16018,-16130,-16105,-16108
38,-16140,-16132,-16181,-16130
39,-16160,-16138,-16183,-16151
40,-16171,-16170,-16139,-16165
41,-16122,-16172,-16138,-16134
42,-15930,-16090,-16142,-15991
43,-15937,-16076,-16110,-15953
44,-16041,-16060,-16036,-16014
45,-16129,-16055,-15983,-16094
46,-15998,-16026,-16002,-16026
47,-16153,-16031,-16047,-16114
48,-16068,-16054,-16066,-16081
49,-16348,-16122,-16085,-16267
50,-16224,-16153,-16128,-16236
51,-16027,-16136,-16190,-16089
52,-16168,-16164,-16209,-16144
53,-15921,-16126,-16153,-15987
54,-16033,-16120,-16092,-16019
55,-16185,-16093,-16046,-16135
56,-15930,-16044,-16030,-15991
57,-16344,-16096,-16062,-16238
58,-16161,-16095,-16091,-16184
59,-16104,-16126,-16141,-16128
60,-16184,-16151,-16181,-16167
61,-16212,-16155,-16163,-16198
62,-16037,-16173,-16155,-16085
63,-16216,-16152,-16159,-16176
64,-16241,-16165,-16145,-16221
65,-16076,-16161,-16151,-16119
66,-15906,-16114,-16167,-15969
67,-16033,-16084,-16121,-16013
68,-16084,-16092,-16037,-16062
69,-16224,-16094,-16011,-16175
70,-16184,-16084,-16061,-16181
71,-16170,-16100,-16131,-16173
72,-16065,-16126,-16171,-16097
73,-16309,-16172,-16166,-16245
74,-16313,-16210,-16159,-16292
75,-16200,-16206,-16199,-16227
76,-16073,-16188,-16248,-16119
77,-15968,-16154,-16223,-16013
78,-16065,-16154,-16137,-16049
79,-16203,-16137,-16061,-16156
80,-16224,-16122,-16058,-16203
81,-16088,-16103,-16118,-16122
82,-15935,-16080,-16159,-15991
83,-16211,-16121,-16127,-16145
84,-16192,-16142,-16075,-16177
85,-15847,-16082,-16086,-15946
86,-16131,-16067,-16105,-16075
87,-16045,-16060,-16057,-16054
88,-15845,-16045,-16024,-15907
89,-16210,-16045,-16023,-16119
90,-16341,-16069,-16013,-16274
91,-16107,-16113,-16075,-16157
92,-16178,-16121,-16181,-16171
93,-16240,-16153,-16204,-16219
94,-15753,-16138,-16171,-15892
95,-16425,-16174,-16137,-16265
96,-15852,-16092,-16079,-15975
97,-16209,-16109,-16080,-16138
98,-16045,-16087,-16092,-16072
99,-16032,-16052,-16078,-16044
100,-16049,-16102,-16078,-16047
101,-16056,-16040,-16056,-16053
102,-16205,-16099,-16048,-16159
103,-16317,-16117,-16074,-16269
104,-15904,-16093,-16133,-16013
105,-16369,-16150,-16176,-16262
106,-16172,-16170,-16156,-16199
107,-16056,-16170,-16163,-16098
108,-16105,-16153,-16182,-16102
109,-16406,-16168,-16147,-16314
110,-16224,-16222,-16149,-16251
111,-16016,-16163,-16210,-16086
112,-16148,-16159,-16229,-16129
113,-15889,-16131,-16155,-15961
114,-15949,-16105,-16077,-15952
115,-16129,-16059,-16013,-16075
116,-16077,-16034,-15984,-16076
117,-16172,-16060,-16026,-16143
118,-15984,-16033,-16079,-16031
119,-15968,-16046,-16094,-15986
120,-16181,-16085,-16063,-16122
121,-16049,-16071,-16034,-16070
122,-15948,-16050,-16053,-15984
123,-16124,-16042,-16063,-16082
124,-16359,-16104,-16047,-16275
125,-16095,-16126,-16085,-16149
126,-16272,-16141,-16172,-16235
127,-16035,-16138,-16205,-16095
128,-16189,-16179,-16183,-16160
129,-16204,-16192,-16154,-16190
130,-15941,-16122,-16139,-16015
131,-16281,-16153,-16138,-16201
132,-15849,-16083,-16108,-15954
133,-16121,-16097,-16086,-16070
134,-16042,-16073,-16056,-16050
135,-15960,-16032,-16029,-15987
136,-16216,-16078,-16037,-16147
137,-16019,-16034,-16042,-16057
138,-15905,-16043,-16064,-15950
139,-16192,-16055,-16062,-16119
140,-16216,-16084,-16033,-16186
141,-16181,-16121,-16073,-16182
142,-16031,-16090,-16146,-16076
143,-15908,-16072,-16154,-15958
144,-16314,-16140,-16098,-16207
145,-16081,-16121,-16054,-16118
146,-16217,-16122,-16098,-16187
147,-15984,-16089,-16147,-16044
148,-15964,-16078,-16134,-15988
149,-16032,-16098,-16079,-16018
150,-16017,-16049,-16017,-16017
151,-16264,-16079,-16009,-16189
152,-16069,-16055,-16047,-16105
153,-16149,-16082,-16108,-16135
154,-16211,-16123,-16137,-16188
155,-16081,-16131,-16139,-16113
156,-16112,-16147,-16148,-16112
157,-16020,-16107,-16132,-16047
158,-15983,-16092,-16096,-16002
159,-16239,-16107,-16061,-16167
160,-16109,-16090,-16052,-16126
161,-16177,-16106,-16097,-16161
162,-16076,-16100,-16137,-16101
163,-16257,-16140,-16142,-16210
164,-15992,-16141,-16139,-16057
165,-16281,-16148,-16141,-16213
166,-16244,-16171,-16141,-16234
167,-16009,-16143,-16161,-16076
168,-16260,-16173,-16186,-16204
169,-16097,-16147,-16159,-16129
170,-16099,-16165,-16145,-16108
171,-16306,-16169,-16145,-16246
172,-16094,-16144,-16143,-16139
173,-16200,-16176,-16171,-16181
174,-16265,-16176,-16181,-16239
175,-16381,-16224,-16188,-16338
176,-16109,-16225,-16230,-16177
177,-16092,-16190,-16260,-16117
178,-16052,-16183,-16216,-16071
179,-16145,-16174,-16136,-16122
180,-16306,-16180,-16099,-16250
181,-16236,-16156,-16126,-16240
182,-16029,-16143,-16191,-16092
183,-16217,-16164,-16210,-16179
184,-16025,-16159,-16164,-16071
185,-15908,-16120,-16121,-15956
186,-16369,-16130,-16085,-16245
187,-16010,-16093,-16057,-16080
188,-16161,-16115,-16104,-16136
189,-16215,-16114,-16140,-16191
190,-16015,-16113,-16133,-16067
191,-16249,-16169,-16143,-16194
192,-16012,-16110,-16131,-16066
193,-16081,-16122,-16123,-16076
194,-16114,-16114,-16107,-16102
195,-16089,-16093,-16081,-16092
196,-16265,-16135,-16089,-16213
197,-16016,-16096,-16114,-16075
198,-16105,-16111,-16139,-16096
199,-16160,-16124,-16124,-16140
200,-16137,-16128,-16103,-16137
201,-16284,-16161,-16121,-16239
202,-16048,-16125,-16151,-16105
203,-16188,-16153,-16175,-16163
204,-16171,-16164,-16162,-16168
205,-16063,-16148,-16146,-16094
206,-16233,-16164,-16145,-16191
207,-16081,-16130,-16137,-16114
208,-16320,-16176,-16145,-16258
209,-16089,-16159,-16161,-16139
210,-16196,-16163,-16183,-16178
211,-16176,-16182,-16184,-16176
212,-15938,-16133,-16161,-16009
213,-16016,-16122,-16133,-16013
214,-15989,-16067,-16067,-15996
215,-15976,-16048,-16008,-15982
216,-16194,-16048,-15996,-16130
217,-16032,-16024,-16014,-16061
218,-16185,-16065,-16062,-16147
219,-16365,-16123,-16105,-16299
220,-16013,-16127,-16148,-16098
221,-16269,-16176,-16199,-16217
222,-16179,-16173,-16192,-16190
223,-16196,-16201,-16178,-16194
224,-16344,-16227,-16195,-16299
225,-15945,-16157,-16206,-16051
226,-16181,-16185,-16207,-16142
227,-16072,-16152,-16154,-16093
228,-16058,-16132,-16104,-16068
229,-16331,-16155,-16100,-16252
230,-16088,-16112,-16112,-16137
231,-16244,-16162,-16160,-16211
232,-16069,-16143,-16183,-16111
233,-16185,-16162,-16169,-16162
234,-15885,-16133,-16145,-15968
235,-16029,-16083,-16103,-16010
236,-16281,-16115,-16048,-16199
237,-16024,-16078,-16037,-16076
238,-16180,-16097,-16098,-16148
239,-15904,-16050,-16123,-15977
240,-15889,-16051,-16089,-15915
241,-16154,-16072,-16024,-16082
242,-16037,-16031,-15977,-16050
243,-16178,-16057,-16013,-16139
244,-16026,-16031,-16068,-16059
245,-16024,-16051,-16091,-16034
246,-16207,-16104,-16083,-16155
247,-15984,-16076,-16069,-16035
248,-16138,-16092,-16084,-16107
249,-16128,-16084,-16088,-16121
250,-16017,-16083,-16086,-16048
251,-15892,-16061,-16088,-15938
252,-16210,-16061,-16054,-16128
253,-16129,-16085,-16021,-16128
254,-16103,-16079,-16058,-16110
255,-15984,-16055,-16108,-16021
256,-15892,-16035,-16095,-15930
257,-16121,-16073,-16037,-16063
258,-16184,-16068,-15996,-16147
259,-16186,-16078,-16032,-16174
260,-15918,-16047,-16106,-15994
261,-15904,-16034,-16120,-15931
262,-16013,-16054,-16047,-15988
263,-16117,-16053,-15974,-16078
264,-16068,-16034,-15981,-16071
265,-16115,-16022,-16037,-16101
266,-16036,-16042,-16075,-16055
267,-16080,-16071,-16082,-16072
268,-16177,-16098,-16076,-16145
269,-16140,-16102,-16083,-16141
270,-15991,-16089,-16111,-16036
271,-16337,-16126,-16123,-16246
272,-15901,-16104,-16112,-16004
273,-16384,-16155,-16127,-16270
274,-15908,-16110,-16129,-16016
275,-15941,-16077,-16125,-15963
276,-16172,-16107,-16085,-16109
277,-16004,-16051,-16021,-16035
278,-16184,-16098,-16037,-16139
279,-16145,-16059,-16073,-16143
280,-16137,-16097,-16106,-16138
281,-16111,-16125,-16133,-16119
282,-16017,-16099,-16132,-16047
